task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,27,2.99414,79,"[5.557179927825928, 6.127669811248779, 9.6690092086792]","[9.609607696533203, 4.852438926696777, 2.5238678455352783]",2,"[11.693331718444824, 15.299969673156738]","[-6.933879375457764, 8.847535133361816]",-5.8349113,-2.6657405,intuitive,False,-17.504734,-5.331481,intuitive,False,-8.040434,-1.9042826,intuitive,False,0.3162811,7732,"[0.5400325059890747, 4.22807502746582, 7.462070941925049]","[1.7747788429260254, 1.3268603086471558, 1.6803760528564453]",6639,"[0.7087736129760742, 11.162102699279785]","[1.718369960784912, 0.39073947072029114]",-10.137044,-11.42461,correct,True,-30.41113,-22.84922,intuitive,False,-16.197306,-16.028566,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,28,3.7730017,17,"[7.477903366088867, 6.871689319610596, 9.938368797302246]","[9.095224380493164, 6.112278938293457, 3.2406880855560303]",8,"[9.321736335754395, 16.483922958374023]","[2.2815866470336914, 7.4216203689575195]",-4.650107,-2.9497976,intuitive,False,-13.950321,-5.8995953,intuitive,False,-5.7314997,-3.8876667,intuitive,False,0.33577493,5445,"[0.8125681281089783, 4.276991844177246, 7.507373332977295]","[-2.3733980655670166, 4.062168598175049, 0.9661872386932373]",4674,"[0.9626919627189636, 10.359427452087402]","[0.5881128907203674, 3.6474344730377197]",-9.737197,-11.270952,correct,True,-29.211592,-22.541904,intuitive,False,-15.682117,-15.531993,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,29,4.4232006,8,"[9.195401191711426, 7.950926303863525, 10.303293228149414]","[4.397350311279297, 7.150606155395508, 9.339713096618652]",6,"[9.427934646606445, 17.41468620300293]","[-3.2582614421844482, 6.767110347747803]",-3.2897065,-2.1271458,intuitive,False,-9.86912,-4.2542915,intuitive,False,-3.6650958,-3.4325624,intuitive,False,0.3315928,8142,"[0.413396418094635, 4.987432956695557, 7.42812967300415]","[-0.5621093511581421, 3.916722059249878, 4.60997200012207]",4539,"[1.0146608352661133, 10.620866775512695]","[0.0027922799345105886, 0.7954348921775818]",-9.762775,-10.739731,correct,True,-29.288326,-21.479462,intuitive,False,-15.979001,-15.377737,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,30,4.381694,5,"[9.808856964111328, 9.166632652282715, 12.199338912963867]","[7.769966125488281, 9.746413230895996, 2.040217876434326]",10,"[8.386689186096191, 18.188018798828125]","[-1.421512484550476, 4.774740219116211]",-2.1506293,-2.4029076,correct,True,-6.4518876,-4.805815,intuitive,False,-2.9528384,-4.375006,correct,True,0.51672274,7794,"[0.31826892495155334, 5.5678391456604, 8.10322093963623]","[0.3713766932487488, 1.789914846420288, 2.3997859954833984]",4068,"[0.9773085713386536, 10.365669250488281]","[0.002531689591705799, 0.03722599893808365]",-9.208049,-10.4508505,correct,True,-27.624147,-20.901701,intuitive,False,-15.375635,-14.716596,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,31,4.1866283,1,"[11.11494255065918, 10.862202644348145, 12.428762435913086]","[3.013983964920044, 1.208130955696106, 6.840847492218018]",10,"[7.848480701446533, 18.461702346801758]","[10.104808807373047, 4.954363822937012]",-1.128277,-2.5219269,correct,True,-3.3848307,-5.0438538,correct,True,-1.6133142,-4.879776,correct,True,0.53271955,7096,"[0.3637520372867584, 5.753726482391357, 8.300138473510742]","[0.8096941113471985, -1.3845750093460083, 5.588428020477295]",3951,"[0.9522870182991028, 9.943758010864258]","[4.648879051208496, 0.32114261388778687]",-9.000367,-10.622357,correct,True,-27.0011,-21.244715,intuitive,False,-15.220404,-14.631869,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,32,3.8489685,2,"[11.194906234741211, 10.80322265625, 13.635717391967773]","[2.5265800952911377, 9.329401016235352, 3.7560575008392334]",6,"[9.50014591217041, 18.818788528442383]","[0.3966050446033478, 4.133331775665283]",-1.0337027,-1.7855414,correct,True,-3.101108,-3.5710828,correct,True,-1.7623854,-3.4571457,correct,True,0.50871783,5840,"[0.4660188555717468, 5.282552242279053, 9.150562286376953]","[-0.5252395868301392, 3.8380842208862305, 1.8535741567611694]",1869,"[1.56885826587677, 9.70230484008789]","[3.4802181720733643, 1.4456130266189575]",-8.819861,-10.412783,correct,True,-26.459585,-20.825565,intuitive,False,-15.269277,-14.166437,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,33,4.065725,1,"[11.195512771606445, 12.202200889587402, 13.92225456237793]","[7.124491214752197, 6.343063831329346, 29.118471145629883]",8,"[9.162511825561523, 18.660900115966797]","[3.9236814975738525, 8.675396919250488]",-0.72001266,-1.8062896,correct,True,-2.160038,-3.612579,correct,True,-1.5185484,-3.5515494,correct,True,0.8971205,5119,"[0.3570234775543213, 5.834036827087402, 9.099863052368164]","[-1.411049723625183, 0.3139643967151642, 5.642251014709473]",832,"[2.1190683841705322, 9.533340454101562]","[2.643327474594116, 0.7883325815200806]",-8.36801,-9.627736,correct,True,-25.104029,-19.255472,intuitive,False,-14.632755,-12.87071,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,34,3.3697188,1,"[12.033012390136719, 13.047972679138184, 21.13709259033203]","[3.741868495941162, 5.57766580581665, -9.343925476074219]",4,"[9.474440574645996, 19.515213012695312]","[1.5001860857009888, 4.54737663269043]",-0.39207515,-1.7244136,correct,True,-1.1762254,-3.4488273,correct,True,-0.8682682,-3.42684,correct,True,0.85992396,5470,"[0.15285371243953705, 5.707277774810791, 9.860908508300781]","[-0.8297531604766846, -0.04041937738656998, 0.49174100160598755]",577,"[2.4288952350616455, 9.426636695861816]","[0.18976840376853943, -0.8553181886672974]",-8.391971,-9.185151,correct,True,-25.17591,-18.370302,intuitive,False,-14.890005,-12.613964,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,35,2.9875908,1,"[12.390058517456055, 13.807429313659668, 18.221834182739258]","[10.814642906188965, 5.024432182312012, 4.534810543060303]",6,"[9.499317169189453, 19.70899200439453]","[1.0635448694229126, 5.167579174041748]",-0.32442033,-1.838015,correct,True,-0.973261,-3.67603,correct,True,-0.77718395,-3.6679254,correct,True,0.79906625,5871,"[0.036436777561903, 5.535996913909912, 9.682026863098145]","[2.947676181793213, 4.666747570037842, 6.033370494842529]",653,"[2.403804063796997, 9.059223175048828]","[5.018918037414551, 0.7672765851020813]",-8.626021,-9.290747,correct,True,-25.878065,-18.581493,intuitive,False,-15.1447115,-12.777345,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,36,1.8270435,1,"[13.851395606994629, 14.288717269897461, 18.508270263671875]","[4.854746341705322, 10.372983932495117, 3.1626899242401123]",7,"[9.136343955993652, 19.76967430114746]","[4.783825874328613, 6.541957855224609]",-0.16230072,-2.5375981,correct,True,-0.48690215,-5.0751963,correct,True,-0.35272148,-5.0677733,correct,True,1.3316365,3749,"[0.48875489830970764, 6.26712703704834, 10.547146797180176]","[2.9118239879608154, 8.29083251953125, 5.387096881866455]",345,"[3.088371515274048, 8.815226554870605]","[5.605461120605469, -2.5268216133117676]",-7.8541226,-8.560305,correct,True,-23.562368,-17.12061,intuitive,False,-13.997441,-11.397825,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,37,2.435099,1,"[14.050752639770508, 16.71537971496582, 18.407054901123047]","[12.09969711303711, 10.562294006347656, 12.790838241577148]",13,"[9.628353118896484, 20.0496768951416]","[7.896834373474121, -0.25136634707450867]",-0.23057492,-2.5492208,correct,True,-0.6917248,-5.0984416,correct,True,-0.6717832,-5.094183,correct,True,1.3600236,2577,"[0.9711034297943115, 7.8128509521484375, 11.135320663452148]","[4.421621322631836, 8.795980453491211, 8.622873306274414]",178,"[3.924957275390625, 7.92819881439209]","[5.45009183883667, -0.7109162211418152]",-7.0227027,-8.511485,correct,True,-21.068108,-17.02297,intuitive,False,-13.738735,-10.784882,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,38,1.837573,1,"[16.184131622314453, 19.928224563598633, 21.323989868164062]","[6.673274993896484, 13.813788414001465, 10.659921646118164]",13,"[10.975934028625488, 18.56721305847168]","[7.437073230743408, 6.81984806060791]",-0.16841115,-2.8626935,correct,True,-0.50523347,-5.725387,correct,True,-0.5044453,-5.7126427,correct,True,1.5305156,1801,"[1.9940499067306519, 9.585062980651855, 12.68957233428955]","[4.366841793060303, 9.15208911895752, 5.015163898468018]",163,"[5.00919246673584, 7.318055152893066]","[5.248380184173584, 3.240241050720215]",-6.190262,-8.405114,correct,True,-18.570786,-16.810228,intuitive,False,-13.115132,-10.09999,intuitive,False,The capital
capitals-recall,30,state,New Jersey,Trenton,Newark,,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,The capital of New Jersey is,39,3.2498562,1,"[15.64512825012207, 24.600130081176758, 21.56570816040039]",,11,"[12.116933822631836, 18.0069522857666]",,-0.31849197,-2.2940595,correct,True,-0.9554759,-4.588119,correct,True,-0.95519245,-4.483387,correct,True,2.6219797,1474,"[3.9804089069366455, 13.160426139831543, 14.5371675491333]",,116,"[7.133632659912109, 7.954272747039795]",,-5.387797,-7.997982,correct,True,-16.163391,-15.995964,intuitive,False,-11.577533,-8.424309,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,0,6.51545,12806,"[0.0065744235180318356, 3.693674325942993]","[0.2317078709602356, 2.877582311630249]",15158,"[-0.1897132843732834, 3.6016464233398438, 4.727149486541748, 2.8788928985595703]","[-0.05249795317649841, 2.375087022781372, 4.9086809158325195, 0.8255675435066223]",-9.584881,-8.705997,intuitive,False,-19.169762,-34.82399,correct,True,-11.301423,-11.497711,correct,True,8.823871,27467,"[-1.194980263710022, 3.7647998332977295]","[-2.5776243209838867, 2.4874563217163086]",27369,"[-1.1717305183410645, 3.7237627506256104, 4.321575164794922, 2.748674154281616]","[-1.2010096311569214, 2.3842976093292236, 4.856697082519531, 0.7501063346862793]",-10.495646,-9.348902,intuitive,False,-20.991293,-37.395607,correct,True,-13.090224,-13.066975,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,1,6.5730457,10706,"[0.12348949909210205, 3.9374184608459473]","[-0.6905284523963928, 2.098186731338501]",13628,"[-0.1678014099597931, 3.726327419281006, 6.200136661529541, 2.374213218688965]","[0.3304159343242645, -0.459746778011322, 2.057893753051758, 1.192004919052124]",-9.287689,-8.312229,intuitive,False,-18.575378,-33.248917,correct,True,-11.187519,-11.47881,correct,True,8.450949,29896,"[-2.2593982219696045, 3.9509642124176025]","[-2.425813674926758, 1.1034845113754272]",26465,"[-1.4433352947235107, 3.902547836303711, 6.023614883422852, 2.2803397178649902]","[-1.6084420680999756, 0.44551998376846313, 1.948047161102295, 1.1788610219955444]",-10.60786,-8.77261,intuitive,False,-21.21572,-35.09044,correct,True,-13.802,-12.985937,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,2,9.290439,16014,"[-0.2908357083797455, 3.9076249599456787]","[2.112633228302002, -0.3850669264793396]",12131,"[0.06599579006433487, 2.684802293777466, 5.523677825927734, 2.271141529083252]","[-0.854986846446991, 1.2419596910476685, 5.360387802124023, 2.04044246673584]",-9.2766075,-8.690975,intuitive,False,-18.553215,-34.7639,correct,True,-11.174583,-10.817753,intuitive,False,8.443717,31605,"[-2.7806577682495117, 3.4348983764648438]","[-0.4553237855434418, -1.210895299911499]",30180,"[-1.8055323362350464, 3.200418472290039, 5.31545352935791, 2.1916000843048096]","[-0.425284206867218, 0.9890890717506409, 4.352789402008057, 2.6589035987854004]",-11.547596,-9.620385,intuitive,False,-23.095192,-38.48154,correct,True,-14.89492,-13.919796,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,3,9.408255,8654,"[0.9519495368003845, 2.5306077003479004]","[-2.2480242252349854, 1.5491403341293335]",21992,"[-0.4234292805194855, 2.6505470275878906, 7.147373199462891, 2.94840669631958]","[0.7670825719833374, 1.5806422233581543, 5.546220779418945, 1.425764560699463]",-9.510736,-8.446676,intuitive,False,-19.021473,-33.786705,correct,True,-10.474009,-11.849388,correct,True,8.994111,31162,"[-2.2300608158111572, 1.6807963848114014]","[-1.441166639328003, -0.29101336002349854]",29703,"[-1.514695644378662, 2.8830482959747314, 6.5068793296813965, 3.2748587131500244]","[-1.1164472103118896, 0.2147616446018219, 6.407783508300781, 2.085803508758545]",-12.036404,-9.030442,intuitive,False,-24.072807,-36.12177,correct,True,-14.320564,-13.6052,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,4,9.097551,19772,"[-0.6878021955490112, 2.7838542461395264]","[-0.9065043926239014, 1.360787272453308]",11878,"[0.16124162077903748, 2.9009604454040527, 8.466104507446289, 3.1591365337371826]","[-0.0060797203332185745, -0.7627269625663757, 0.9611005187034607, 0.5265862345695496]",-10.03541,-7.69959,intuitive,False,-20.07082,-30.79836,correct,True,-11.828359,-10.979315,intuitive,False,8.756826,31285,"[-2.4224605560302734, 1.2578996419906616]","[-2.357631206512451, 2.2051076889038086]",29934,"[-1.7071186304092407, 2.4832911491394043, 8.454444885253906, 3.6999309062957764]","[0.8674531579017639, 0.07212132215499878, 0.09100978076457977, -0.8346573114395142]",-12.352745,-8.675089,intuitive,False,-24.70549,-34.700356,correct,True,-14.396489,-13.681148,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,5,8.992583,20629,"[-1.0743792057037354, 3.0158028602600098]","[1.3804506063461304, 1.184905767440796]",10509,"[0.1107400581240654, 2.173283576965332, 7.3750433921813965, 2.904956817626953]","[2.4093072414398193, 1.0598032474517822, -0.6977160573005676, 0.8324665427207947]",-10.231325,-8.401655,intuitive,False,-20.46265,-33.60662,correct,True,-12.152466,-10.967346,intuitive,False,8.708358,31694,"[-3.0554847717285156, 2.1715378761291504]","[0.8960847854614258, 0.19761374592781067]",27187,"[-1.0634406805038452, 1.9876455068588257, 7.094777584075928, 2.6328847408294678]","[-0.3521045446395874, -1.2790603637695312, -2.5286242961883545, -0.08639541268348694]",-12.573732,-9.65716,intuitive,False,-25.147465,-38.62864,correct,True,-15.06769,-13.075645,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,6,8.83046,11988,"[-0.19341295957565308, 3.1936192512512207]","[-0.2679574191570282, -2.0553536415100098]",2783,"[1.390446662902832, 2.3807249069213867, 6.179378509521484, 2.8807573318481445]","[0.743784487247467, -2.9418771266937256, 1.8891524076461792, 2.666390895843506]",-9.857162,-8.177337,intuitive,False,-19.714325,-32.709347,correct,True,-11.186795,-9.602936,intuitive,False,8.24922,30803,"[-2.032374382019043, 1.941300868988037]","[-0.6895707845687866, -3.297982692718506]",27756,"[-1.0020077228546143, 1.1692248582839966, 5.025762557983398, 2.1760127544403076]","[2.8053956031799316, -1.519323706626892, 1.7740168571472168, 3.2282440662384033]",-12.41245,-10.305622,intuitive,False,-24.8249,-41.22249,correct,True,-14.43092,-13.400553,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,7,8.738506,12926,"[-0.30513742566108704, 1.9378358125686646]","[-2.5991246700286865, -0.43820250034332275]",2177,"[1.6326998472213745, 0.7795543670654297, 5.910673141479492, 3.649254560470581]","[1.1756622791290283, 2.0676701068878174, 3.4145095348358154, 1.6498329639434814]",-10.525359,-8.457693,intuitive,False,-21.050718,-33.830772,correct,True,-11.362375,-9.424538,intuitive,False,8.592886,30972,"[-2.0488922595977783, 0.00016050919657573104]","[0.17298918962478638, 0.19778582453727722]",19403,"[0.27257323265075684, 0.36824509501457214, 4.910650253295898, 3.1940431594848633]","[1.2739596366882324, -0.009957492351531982, 2.6681618690490723, 1.4206187725067139]",-13.635601,-10.152382,intuitive,False,-27.271202,-40.609528,correct,True,-14.364122,-12.042657,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,8,8.7909,21479,"[-1.6106176376342773, 1.4795403480529785]","[3.7751052379608154, 0.4947205185890198]",1027,"[2.0063676834106445, 1.6948788166046143, 6.520895004272461, 3.813025712966919]","[-0.31454601883888245, -0.6490041017532349, 1.458759069442749, -0.21410684287548065]",-11.090047,-7.807766,intuitive,False,-22.180094,-31.231064,correct,True,-12.409304,-8.792318,intuitive,False,8.913144,29576,"[-1.7406529188156128, 0.0861259326338768]","[-0.01788194663822651, 2.3593873977661133]",12111,"[0.713229238986969, 0.31602486968040466, 5.27200174331665, 3.3725852966308594]","[-0.14017289876937866, 1.0844484567642212, 1.2959715127944946, 0.4274829924106598]",-13.138542,-9.749073,intuitive,False,-26.277084,-38.996292,correct,True,-13.535748,-11.081865,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,9,9.087452,9114,"[0.29248249530792236, 1.5316981077194214]","[-4.760512828826904, -2.017561197280884]",2247,"[1.6704429388046265, 1.2681876420974731, 6.363099575042725, 3.322113513946533]","[-0.6310716867446899, -0.4282287061214447, 1.5167393684387207, 1.304713249206543]",-10.195657,-8.284172,intuitive,False,-20.391314,-33.13669,correct,True,-10.727985,-9.350024,intuitive,False,8.826144,29347,"[-1.5571651458740234, 0.9991768002510071]","[-2.283024549484253, 0.02484438382089138]",14185,"[0.5869134664535522, 0.7490537166595459, 5.5105156898498535, 3.121661901473999]","[-1.2959671020507812, 1.691064715385437, 1.1269313097000122, 2.026376485824585]",-12.539898,-9.682806,intuitive,False,-25.079796,-38.731224,correct,True,-13.474796,-11.330718,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,10,9.033651,25051,"[-1.9319794178009033, 0.5388134121894836]","[3.5153417587280273, 0.8737973570823669]",2824,"[1.2529195547103882, 0.9692267179489136, 6.499667644500732, 3.510317325592041]","[-0.9020292162895203, -1.775424599647522, -1.168088436126709, 1.8976749181747437]",-11.7704525,-8.302455,intuitive,False,-23.540905,-33.20982,correct,True,-12.737595,-9.552696,intuitive,False,8.496716,30206,"[-2.214060068130493, 0.9389771819114685]","[0.7838645577430725, 1.6737663745880127]",15166,"[0.0947171151638031, 1.403523325920105, 5.650453567504883, 3.553989887237549]","[-2.1105244159698486, 1.5971038341522217, 1.6877549886703491, 1.1435116529464722]",-12.684027,-9.297526,intuitive,False,-25.368053,-37.190105,correct,True,-13.80695,-11.498173,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,11,9.044357,15114,"[-0.42372187972068787, 0.8773210644721985]","[0.7767497301101685, -1.171273112297058]",5581,"[0.8375401496887207, -0.040685515850782394, 5.870217800140381, 3.874398708343506]","[-0.2825591266155243, 1.337886929512024, 6.695672035217285, 2.8841042518615723]",-11.112247,-8.9719095,intuitive,False,-22.224495,-35.887638,correct,True,-11.450879,-10.189617,intuitive,False,8.677572,29691,"[-1.8243952989578247, 1.5897042751312256]","[0.8109363317489624, -0.35234305262565613]",23093,"[-0.5974007844924927, 1.9720879793167114, 5.901357173919678, 3.6779050827026367]","[-1.8685755729675293, 0.9421308636665344, 2.830933094024658, 2.0675740242004395]",-12.38282,-9.256121,intuitive,False,-24.76564,-37.024483,correct,True,-13.588765,-12.361771,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,12,8.892271,11557,"[-0.07871536165475845, 0.3293934762477875]","[-0.21279162168502808, 0.7723080515861511]",6122,"[0.665547788143158, 0.5644395351409912, 7.716935634613037, 4.505764484405518]","[-0.7349818348884583, 6.531832218170166, 0.1837110072374344, -1.7578529119491577]",-11.007752,-8.197311,intuitive,False,-22.015505,-32.789246,correct,True,-11.083744,-10.33948,intuitive,False,8.112896,27931,"[-1.3468354940414429, 1.3904284238815308]","[-1.4710332155227661, 0.2861425280570984]",27084,"[-1.1803499460220337, 2.2422187328338623, 6.494166374206543, 3.966059684753418]","[-0.7340261340141296, 3.908370018005371, -0.22677209973335266, -1.219876766204834]",-12.211498,-9.211454,intuitive,False,-24.422997,-36.845818,correct,True,-13.226588,-13.060103,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,13,7.8667984,12899,"[-0.16080693900585175, 0.613206148147583]","[2.76640248298645, 1.8838943243026733]",9075,"[0.3079531192779541, 3.114025592803955, 7.191917419433594, 3.6875879764556885]","[2.648204803466797, -0.7881338000297546, 3.568103551864624, 0.40620148181915283]",-11.128792,-8.11504,intuitive,False,-22.257584,-32.46016,correct,True,-11.445736,-10.976976,intuitive,False,8.418892,29157,"[-1.7316070795059204, 1.4043701887130737]","[-0.7516104578971863, -0.27848777174949646]",27538,"[-1.3245538473129272, 3.7374253273010254, 5.9307637214660645, 3.374290704727173]","[3.1776585578918457, -0.1258264183998108, 2.6197612285614014, -0.3139585554599762]",-12.36636,-9.114018,intuitive,False,-24.73272,-36.456074,correct,True,-13.500991,-13.093937,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,14,8.534869,4966,"[1.088454246520996, 1.2949892282485962]","[0.42239895462989807, 0.5246368646621704]",3353,"[1.4509862661361694, 2.486070394515991, 7.746999263763428, 3.545823097229004]","[-0.5289185047149658, 2.0593807697296143, 4.464817047119141, 0.29787570238113403]",-10.135515,-7.852524,intuitive,False,-20.27103,-31.410095,correct,True,-10.220471,-9.857939,intuitive,False,7.8743043,29328,"[-1.837360143661499, 1.161860466003418]","[-0.10051506012678146, 1.8545485734939575]",19022,"[-0.25694921612739563, 3.445007562637329, 6.30097770690918, 2.979257345199585]","[-0.1626158505678177, 2.0821990966796875, 3.8987016677856445, 1.3993991613388062]",-12.286806,-8.819692,intuitive,False,-24.573612,-35.278767,correct,True,-13.589792,-12.009381,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,15,7.887277,4078,"[1.151894450187683, 1.4235936403274536]","[3.762228488922119, 4.867639064788818]",4375,"[1.086092233657837, 3.1459295749664307, 8.430014610290527, 3.227374792098999]","[0.40805286169052124, 1.3217583894729614, 4.321433067321777, 0.07363644242286682]",-10.1555,-7.62281,intuitive,False,-20.311,-30.49124,correct,True,-10.181247,-10.247049,correct,True,7.7450776,29729,"[-1.733062744140625, 1.7909940481185913]","[1.9398168325424194, 4.4115424156188965]",21282,"[-0.2907187044620514, 4.092972278594971, 7.1784162521362305, 3.0229835510253906]","[2.5625338554382324, 1.764747142791748, 3.6229920387268066, 0.4429020881652832]",-12.189681,-8.4255295,intuitive,False,-24.379362,-33.702118,correct,True,-13.757082,-12.314738,intuitive,False,The capital
capitals-recall,31,state,New Mexico,Santa Fe,Albuquerque,,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,The capital of New Mexico is,16,8.111211,793,"[2.7000293731689453, 3.6044697761535645]","[2.3702855110168457, -0.1549496054649353]",4939,"[1.169642448425293, 3.4834225177764893, 9.468891143798828, 3.2264440059661865]","[1.5719685554504395, -1.560586929321289, 6.5328521728515625, 2.346308708190918]",-8.35502,-7.273903,intuitive,False,-16.71004,-29.095612,correct,True,-8.791835,-10.322222,correct,True,6.656251,25120,"[-0.8486164808273315, 3.6393845081329346]","[-1.284806251525879, -0.7728014588356018]",11920,"[0.6817285418510437, 4.389961242675781, 7.902342319488525, 3.2263379096984863]","[0.7047598958015442, -3.8396353721618652, 7.814263820648193, 1.9191293716430664]",-10.790703,-7.9193783,intuitive,False,-21.581406,-31.677513,correct,True,-13.065206,-11.534862,intuitive,False,The capital
