task,item_id,entity_type,entity,correct,incorrect,incorrect_2,question,prefix,population_correct,population_incorrect,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,intuitive_first,False,"The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact,","The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact, the capital of Pennsylvania is",35,0.0030404266,1568,[17.69536018371582],[4.144012928009033],257,[23.68668556213379],[5.823261260986328],-54.033947,-48.04262,incorrect,False,-54.033947,-48.04262,incorrect,False,-54.033947,-48.04262,incorrect,False,0.0061471905,15107,[15.032618522644043],[12.620266914367676],84107,[9.421710968017578],[13.402551651000977],-42.51884,-48.12975,correct,True,-42.51884,-48.12975,correct,True,-42.51884,-48.12975,correct,True,The capital
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,intuitive_first,False,"The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact,","The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact, the capital of Pennsylvania is",36,0.00037842896,1347,[16.96550178527832],[36.06520462036133],235,[22.771686553955078],[43.740474700927734],-51.164135,-45.35795,incorrect,False,-51.164135,-45.35795,incorrect,False,-51.164135,-45.35795,incorrect,False,0.0111861285,7204,[17.208980560302734],[-1.7283064126968384],43646,[12.144059181213379],[2.267334222793579],-38.10309,-43.16801,correct,True,-38.10309,-43.16801,correct,True,-38.10309,-43.16801,correct,True,The capital
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,intuitive_first,False,"The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact,","The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact, the capital of Pennsylvania is",37,7.510823e-05,100,[26.534137725830078],[-11.122016906738281],23,[34.35145568847656],[4.210764408111572],-41.85813,-34.040813,incorrect,False,-41.85813,-34.040813,incorrect,False,-41.85813,-34.040813,incorrect,False,0.0059018806,4459,[16.35889434814453],[5.755528450012207],21224,[12.50143051147461],[3.39843487739563],-37.09242,-40.949883,correct,True,-37.09242,-40.949883,correct,True,-37.09242,-40.949883,correct,True,The capital
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,intuitive_first,False,"The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact,","The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact, the capital of Pennsylvania is",38,0.00069667323,233,[22.198190689086914],[13.691085815429688],23,[33.878719329833984],[-8.629911422729492],-43.252476,-31.571945,incorrect,False,-43.252476,-31.571945,incorrect,False,-43.252476,-31.571945,incorrect,False,0.78212696,3863,[16.943302154541016],[-23.44069480895996],20833,[12.647361755371094],[-8.99835205078125],-26.658566,-30.954506,correct,True,-26.658566,-30.954506,correct,True,-26.658566,-30.954506,correct,True,The capital
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,intuitive_first,False,"The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact,","The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact, the capital of Pennsylvania is",39,0.00057288434,69,[24.00690269470215],[41.20619201660156],34,[27.5294246673584],[31.4527587890625],-34.694656,-31.172132,incorrect,False,-34.694656,-31.172132,incorrect,False,-34.694656,-31.172132,incorrect,False,0.45259598,12791,[8.650040626525879],[-8.325867652893066],10885,[9.07672119140625],[-3.263530731201172],-31.016851,-30.59017,incorrect,False,-31.016851,-30.59017,incorrect,False,-31.016851,-30.59017,incorrect,False,The capital
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,intuitive_first,False,"The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact,","The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact, the capital of Pennsylvania is",40,2.6380409e-05,7,[36.95795440673828],[22.166078567504883],8,[36.91520690917969],[12.269353866577148],-22.890757,-22.933504,correct,True,-22.890757,-22.933504,correct,True,-22.890757,-22.933504,correct,True,0.008146568,8491,[5.591806411743164],[4.222485542297363],3991,[7.987340927124023],[0.8731757402420044],-40.024483,-37.628944,incorrect,False,-40.024483,-37.628944,incorrect,False,-40.024483,-37.628944,incorrect,False,The capital
capitals-recognition,36,state,Pennsylvania,Harrisburg,Philadelphia,,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,intuitive_first,False,"The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact,","The capital of Pennsylvania is either Philadelphia or Harrisburg. In fact, the capital of Pennsylvania is",41,0.0033003346,2,[50.01765060424805],,4,[45.7910041809082],,-7.981725,-12.208371,correct,True,-7.981725,-12.208371,correct,True,-7.981725,-12.208371,correct,True,0.0021009753,6596,[9.253424644470215],,5729,[9.828011512756348],,-47.135307,-46.560722,incorrect,False,-47.135307,-46.560722,incorrect,False,-47.135307,-46.560722,incorrect,False,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",0,6.811658999999999e-38,10564,[7.434335708618164],[-15.765730857849121],220938,"[-12.202413558959961, 26.761133193969727]","[8.508733749389648, -5.117166996002197]",-167.28069,-216.25333,correct,True,-167.28069,-432.50665,correct,True,-167.28069,-186.91745,correct,True,2.5450215e-24,6495,[14.85412883758545],[-8.830047607421875],189285,"[-1.0278263092041016, 25.351415634155273]","[2.5178260803222656, -5.4688544273376465]",-291.3074,-275.99323,incorrect,False,-291.3074,-551.98645,correct,True,-291.3074,-307.18936,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",1,1.2434319999999999e-20,213099,[-2.2845513820648193],[-8.91024398803711],245907,"[-8.1004638671875, 22.408233642578125]","[-10.512287139892578, -8.14626407623291]",-106.0195,-164.09186,correct,True,-106.0195,-328.18372,correct,True,-106.0195,-111.8354,correct,True,4.929412e-20,72810,[10.627161979675293],[-13.480695724487305],224650,"[0.15083220601081848, 20.9508113861084]","[-14.10389232635498, -5.643886089324951]",-266.95276,-247.02512,incorrect,False,-266.95276,-494.05023,correct,True,-266.95276,-277.42908,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",2,6.268292e-14,214981,[-8.97249984741211],[1.1929209232330322],250186,"[-15.730669975280762, 17.038354873657227]","[-4.5512590408325195, -11.784905433654785]",-83.64456,-137.87616,correct,True,-83.64456,-275.75232,correct,True,-83.64456,-90.402725,correct,True,1.2502323e-18,104986,[4.387961387634277],[-5.230192184448242],242486,"[-6.006114482879639, 16.834482192993164]","[-10.791525840759277, -2.131901264190674]",-240.73079,-217.62622,incorrect,False,-240.73079,-435.25244,correct,True,-240.73079,-251.12488,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",3,3.88617e-07,205653,[-8.115607261657715],[-1.9893513917922974],255256,"[-19.90595054626465, 11.152135848999023]","[-6.201194763183594, -16.416793823242188]",-64.83835,-126.06064,correct,True,-64.83835,-252.12128,correct,True,-64.83835,-76.62869,correct,True,1.8438959e-15,116808,[1.860494613647461],[-10.682629585266113],253558,"[-11.912222862243652, 15.434663772583008]","[-6.058854103088379, -13.309067726135254]",-224.9356,-200.00623,incorrect,False,-224.9356,-400.01245,correct,True,-224.9356,-238.70828,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",4,2.3415265e-09,144180,[-9.347661018371582],[0.31894662976264954],252999,"[-23.919031143188477, 2.1497719287872314]","[-3.961191415786743, -4.602285385131836]",-65.34149,-117.02024,correct,True,-65.34149,-234.04048,correct,True,-65.34149,-79.91286,correct,True,7.562976e-15,110839,[-3.5522732734680176],[-3.416726589202881],250454,"[-15.29985237121582, 8.292718887329102]","[-12.591320037841797, -4.0487871170043945]",-201.49596,-177.871,incorrect,False,-201.49596,-355.742,correct,True,-201.49596,-213.24353,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",5,0.0408569,107008,[-7.916319847106934],[2.7677671909332275],251957,"[-24.342453002929688, -0.8672904968261719]","[-9.931546211242676, -4.49921178817749]",-52.580723,-98.98808,correct,True,-52.580723,-197.97617,correct,True,-52.580723,-69.00684,correct,True,5.161952e-12,70733,[-4.917982578277588],[1.7801969051361084],250530,"[-19.939836502075195, 4.908559799194336]","[11.793757438659668, 3.2282209396362305]",-176.86137,-156.87244,incorrect,False,-176.86137,-313.74487,correct,True,-176.86137,-191.8832,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",6,0.0476248,72484,[-5.51716423034668],[-3.05202317237854],254922,"[-28.07373809814453, -3.0109217166900635]","[-6.801146030426025, 7.982260227203369]",-44.364334,-86.89732,correct,True,-44.364334,-173.79465,correct,True,-44.364334,-66.92093,correct,True,3.3122444e-10,85661,[-4.084736347198486],[1.2268110513687134],237187,"[-14.550752639770508, 6.1363091468811035]","[-0.2663062512874603, 5.185972690582275]",-152.2972,-130.03395,incorrect,False,-152.2972,-260.0679,correct,True,-152.2972,-162.7632,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",7,0.00029426842,52450,[-7.0290045738220215],[2.783902168273926],244043,"[-30.756046295166016, 0.8955507278442383]","[10.241732597351074, 2.3616321086883545]",-55.763992,-84.912735,correct,True,-55.763992,-169.82547,correct,True,-55.763992,-79.491035,correct,True,5.773452e-10,36473,[-3.2080910205841064],[-5.404324531555176],188854,"[-13.365317344665527, 8.557427406311035]","[-3.225147008895874, 3.448695659637451]",-140.4627,-118.97561,incorrect,False,-140.4627,-237.95122,correct,True,-140.4627,-150.61995,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",8,2.634033e-05,57861,[-5.522295951843262],[-14.085618019104004],233888,"[-25.09214973449707, 1.8149386644363403]","[-4.050307273864746, -3.6304731369018555]",-54.939045,-78.56998,correct,True,-54.939045,-157.13995,correct,True,-54.939045,-74.508896,correct,True,6.707018e-08,55014,[-4.9636006355285645],[-4.9892425537109375],194834,"[-13.979711532592773, 9.60025691986084]","[-2.039757013320923, 0.888202428817749]",-125.90416,-106.96443,incorrect,False,-125.90416,-213.92886,correct,True,-125.90416,-134.92026,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",9,0.0003071263,95145,[-11.284398078918457],[1.9641278982162476],212766,"[-24.03419303894043, 0.20645837485790253]","[-3.236140489578247, 0.4614517092704773]",-58.016052,-68.67831,correct,True,-58.016052,-137.35661,correct,True,-58.016052,-70.76585,correct,True,9.2736605e-07,81871,[-6.358395576477051],[3.906277894973755],204567,"[-14.078968048095703, 9.022347450256348]","[-2.5502383708953857, 0.20961786806583405]",-113.57391,-93.59229,incorrect,False,-113.57391,-187.18459,correct,True,-113.57391,-121.294464,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",10,0.002324555,102974,[-9.460601806640625],[-4.122633934020996],238414,"[-24.390199661254883, 0.417237251996994]","[-14.20335578918457, -11.38328742980957]",-46.994774,-56.34875,correct,True,-46.994774,-112.6975,correct,True,-46.994774,-61.924362,correct,True,6.845393e-06,52547,[-4.124143123626709],[-7.114875316619873],211521,"[-13.833142280578613, 8.08449935913086]","[-6.514016151428223, -4.620794773101807]",-95.11392,-77.93831,incorrect,False,-95.11392,-155.87662,correct,True,-95.11392,-104.82291,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",11,0.008717934,90609,[-10.407328605651855],[-2.7001750469207764],236233,"[-28.598764419555664, -4.233334064483643]","[-6.9057207107543945, -14.474528312683105]",-50.7706,-56.4406,correct,True,-50.7706,-112.8812,correct,True,-50.7706,-68.96204,correct,True,0.00014504541,65463,[-6.354156017303467],[-3.8110406398773193],202104,"[-15.602550506591797, 6.341271877288818]","[-2.6035780906677246, 3.085238218307495]",-88.333694,-72.87076,incorrect,False,-88.333694,-145.74152,correct,True,-88.333694,-97.58208,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",12,0.025113503,83116,[-11.194851875305176],[-6.280529975891113],233580,"[-30.551021575927734, -8.92818546295166]","[0.6357473134994507, 3.474952220916748]",-50.86315,-59.952015,correct,True,-50.86315,-119.90403,correct,True,-50.86315,-70.21933,correct,True,0.00014284535,64758,[-7.100184440612793],[-5.6064605712890625],188243,"[-15.517852783203125, 6.846472263336182]","[0.1617136001586914, -2.000053882598877]",-78.82677,-63.7764,incorrect,False,-78.82677,-127.5528,correct,True,-78.82677,-87.24443,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",13,0.011762972,96282,[-12.857446670532227],[1.8749526739120483],217735,"[-27.680999755859375, -6.973029613494873]","[-1.7950413227081299, -2.264360189437866]",-51.797325,-55.94835,correct,True,-51.797325,-111.8967,correct,True,-51.797325,-66.620895,correct,True,0.0002382021,74124,[-8.44658088684082],[9.728311538696289],176837,"[-15.18346118927002, 5.992818355560303]","[6.319718360900879, -4.645867824554443]",-75.28908,-59.25291,incorrect,False,-75.28908,-118.50582,correct,True,-75.28908,-82.02594,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",14,0.021172434,89387,[-10.991567611694336],[-1.2971559762954712],218163,"[-25.91434669494629, -7.1625075340271]","[-3.806519031524658, -10.14004135131836]",-47.684895,-51.941505,correct,True,-47.684895,-103.88301,correct,True,-47.684895,-62.607662,correct,True,0.00041721502,48882,[-5.775623798370361],[-0.26770469546318054],161448,"[-13.391329765319824, 3.8644955158233643]","[-5.102389335632324, -7.46785306930542]",-68.68102,-53.01363,incorrect,False,-68.68102,-106.02726,correct,True,-68.68102,-76.29672,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",15,0.033805262,93468,[-9.521955490112305],[1.1089926958084106],218967,"[-22.77912139892578, -10.025650978088379]","[6.580316066741943, 0.06152366101741791]",-41.515026,-48.276123,correct,True,-41.515026,-96.552246,correct,True,-41.515026,-54.772194,correct,True,0.0016996232,58119,[-5.5857648849487305],[1.8607127666473389],183637,"[-14.216255187988281, 1.2704031467437744]","[-1.017012596130371, 8.490254402160645]",-63.781227,-50.01307,incorrect,False,-63.781227,-100.02614,correct,True,-63.781227,-72.41172,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",16,0.33665776,110094,[-8.435342788696289],[10.102359771728516],215729,"[-18.65345001220703, -10.867500305175781]","[12.577092170715332, 13.12999439239502]",-38.959175,-44.48493,correct,True,-38.959175,-88.96986,correct,True,-38.959175,-49.177273,correct,True,0.0006118512,56641,[-5.137753486633301],[3.314044952392578],192159,"[-14.754997253417969, 4.05430793762207]","[1.657218098640442, 7.1004838943481445]",-64.69052,-49.535824,incorrect,False,-64.69052,-99.07165,correct,True,-64.69052,-74.30776,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",17,0.13639736,77992,[-4.7923903465271],[1.4341760873794556],201699,"[-15.06712818145752, -4.538604259490967]","[1.1946285963058472, -1.5661941766738892]",-38.755913,-39.527706,correct,True,-38.755913,-79.05541,correct,True,-38.755913,-49.03064,correct,True,0.00038207168,62806,[-4.234874725341797],[3.2253270149230957],212176,"[-14.704329490661621, 7.630249977111816]","[-1.4129356145858765, 0.798011302947998]",-64.89345,-49.966934,incorrect,False,-64.89345,-99.93387,correct,True,-64.89345,-75.362915,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",18,0.060324717,70867,[-4.215006351470947],[8.027946472167969],192368,"[-14.528519630432129, -4.5785136222839355]","[7.312178134918213, 3.2062952518463135]",-39.23267,-39.41377,correct,True,-39.23267,-78.82754,correct,True,-39.23267,-49.54617,correct,True,0.0041580647,51380,[-3.1627659797668457],[2.064401149749756],207794,"[-14.458651542663574, 7.392435550689697]","[10.367502212524414, 0.8011382818222046]",-55.60808,-44.328896,incorrect,False,-55.60808,-88.65779,correct,True,-55.60808,-66.90396,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",19,0.118913844,60623,[-0.5204508304595947],[-1.3664013147354126],182767,"[-9.758546829223633, -3.37522554397583]","[-1.6542686223983765, 6.404686450958252]",-35.488712,-36.72754,correct,True,-35.488712,-73.45508,correct,True,-35.488712,-44.72682,correct,True,0.004707123,61017,[-2.740231513977051],[3.4193341732025146],199960,"[-12.307591438293457, 7.849524021148682]","[8.167438507080078, 4.9141011238098145]",-57.671066,-44.508755,incorrect,False,-57.671066,-89.01751,correct,True,-57.671066,-67.2384,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",20,0.037716255,67881,[-0.936937689781189],[9.763712882995605],184280,"[-9.540308952331543, -1.1593581438064575]","[8.051318168640137, -2.7848517894744873]",-35.61932,-36.136192,correct,True,-35.61932,-72.272385,correct,True,-35.61932,-44.222694,correct,True,0.014157633,70175,[-1.9383678436279297],[-0.040516484528779984],200284,"[-10.396041870117188, 9.156010627746582]","[3.8828954696655273, 5.405752658843994]",-55.91129,-43.575108,incorrect,False,-55.91129,-87.150215,correct,True,-55.91129,-64.36896,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",21,0.26830667,49042,[2.7747981548309326],[-5.09360408782959],172659,"[-6.0666351318359375, -2.1324782371520996]","[-1.7146461009979248, -0.028329061344265938]",-30.559015,-34.45686,correct,True,-30.559015,-68.91372,correct,True,-30.559015,-39.400463,correct,True,0.035525523,81105,[-1.8406641483306885],[9.279753684997559],187072,"[-8.635331153869629, 10.690061569213867]","[6.104508399963379, 8.462054252624512]",-51.271805,-41.30482,incorrect,False,-51.271805,-82.60964,correct,True,-51.271805,-58.06649,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",22,1.1619955,71761,[0.9215997457504272],[4.765322685241699],176454,"[-6.667383670806885, -1.9542940855026245]","[7.398921489715576, 2.3048853874206543]",-35.121628,-37.804955,correct,True,-35.121628,-75.60991,correct,True,-35.121628,-42.71062,correct,True,0.0119267255,57258,[0.9181662797927856],[4.219418525695801],178507,"[-6.7452592849731445, 13.334153175354004]","[3.662482976913452, -1.4494891166687012]",-49.14336,-38.509537,incorrect,False,-49.14336,-77.01907,correct,True,-49.14336,-56.806744,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",23,0.80473304,64260,[2.6420862674713135],[-4.619293689727783],148499,"[-2.805058240890503, -1.2631856203079224]","[-13.844264030456543, 4.7180633544921875]",-32.15142,-35.251785,correct,True,-32.15142,-70.50357,correct,True,-32.15142,-37.598553,correct,True,0.027897501,48714,[2.308645725250244],[10.170767784118652],166410,"[-4.757915496826172, 11.841889381408691]","[5.9432244300842285, 6.641592979431152]",-44.71378,-36.97116,incorrect,False,-44.71378,-73.94232,correct,True,-44.71378,-51.78035,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",24,0.8092612,83042,[0.8331277370452881],[4.802616596221924],200708,"[-7.5999674797058105, 0.3314509093761444]","[-4.1678690910339355, 5.498535633087158]",-37.476017,-39.516136,correct,True,-37.476017,-79.03227,correct,True,-37.476017,-45.909115,correct,True,0.10054228,37713,[5.625408172607422],[-0.14603270590305328],170956,"[-2.1926846504211426, 12.967905044555664]","[8.60028076171875, -4.315764904022217]",-38.382526,-33.881268,incorrect,False,-38.382526,-67.762535,correct,True,-38.382526,-46.20061,correct,True,The capital
capitals-recognition,37,state,South Dakota,Pierre,Sioux Falls,,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,correct_first,True,"The capital of South Dakota is either Pierre or Sioux Falls. In fact,","The capital of South Dakota is either Pierre or Sioux Falls. In fact, the capital of South Dakota is",25,1.2134957,55495,[2.4116077423095703],[-1.6529918909072876],196829,"[-8.207274436950684, 2.083003282546997]","[10.40281867980957, -1.5713084936141968]",-35.015865,-38.302437,correct,True,-35.015865,-76.60487,correct,True,-35.015865,-45.634735,correct,True,0.4315045,58240,[5.408146381378174],[8.360695838928223],140424,"[0.9538795351982117, 11.592001914978027]","[3.139207363128662, 2.797307252883911]",-33.23608,-29.994259,incorrect,False,-33.23608,-59.988518,correct,True,-33.23608,-37.690365,correct,True,The capital
